time	V(V_Tout,Vcm)	V(V_tin,Vcm)
4.062014683088205e-04	1.478517e+00	4.277825e-01
4.063984351142912e-04	1.478255e+00	4.382862e-01
4.065764273343470e-04	1.474507e+00	4.472142e-01
4.067093509070922e-04	1.471609e+00	4.538166e-01
4.068235301510111e-04	1.469741e+00	4.587286e-01
4.069365836921057e-04	1.468351e+00	4.618452e-01
4.070346189232894e-04	1.467339e+00	4.625700e-01
4.071347624136872e-04	1.466310e+00	4.614703e-01
4.072341362967200e-04	1.465353e+00	4.591974e-01
4.073329387889683e-04	1.464388e+00	4.560299e-01
4.074458579735255e-04	1.463301e+00	4.517816e-01
4.075505007125510e-04	1.462321e+00	4.476534e-01
4.076486997910630e-04	1.461373e+00	4.439066e-01
4.077561690831989e-04	1.460303e+00	4.403423e-01
4.078623668072831e-04	1.459256e+00	4.379556e-01
4.080130050025770e-04	1.457747e+00	4.374094e-01
4.081779239831096e-04	1.455875e+00	4.411761e-01
4.083603959361791e-04	1.453209e+00	4.494843e-01
4.084880093786174e-04	1.451144e+00	4.568972e-01
4.086227498697974e-04	1.449121e+00	4.650467e-01
4.087727484245282e-04	1.447041e+00	4.726207e-01
4.089162800893950e-04	1.445332e+00	4.768408e-01
4.090997208500843e-04	1.443884e+00	4.789452e-01
4.092512804238631e-04	1.443340e+00	4.802616e-01
4.094114537781240e-04	1.443025e+00	4.819697e-01
4.095791552567063e-04	1.442837e+00	4.837171e-01
4.098015487018083e-04	1.442992e+00	4.855866e-01
4.101114719287966e-04	1.444219e+00	4.898912e-01
4.102723544739486e-04	1.445530e+00	4.962337e-01
4.104593720057383e-04	1.447125e+00	5.077958e-01
4.106225243832676e-04	1.448402e+00	5.180859e-01
4.108056132575410e-04	1.450183e+00	5.280253e-01
4.108861742780334e-04	1.451323e+00	5.311524e-01
4.110172685871722e-04	1.453584e+00	5.325447e-01
4.111175387283986e-04	1.455441e+00	5.273017e-01
4.112039040453427e-04	1.457398e+00	5.185682e-01
4.112620055855843e-04	1.458659e+00	5.102630e-01
4.113030678877428e-04	1.459567e+00	5.036137e-01
4.113436677278796e-04	1.460464e+00	4.965257e-01
4.113987927504027e-04	1.461673e+00	4.862690e-01
4.114601173062531e-04	1.462988e+00	4.743585e-01
4.115489910995295e-04	1.464841e+00	4.570036e-01
4.116602587673410e-04	1.467155e+00	4.369536e-01
4.117997309306841e-04	1.469713e+00	4.169423e-01
4.119439368924041e-04	1.471749e+00	4.067126e-01
4.121305498422304e-04	1.475816e+00	4.145945e-01
4.123526646296600e-04	1.479406e+00	4.430392e-01
4.125207180238231e-04	1.475080e+00	4.661115e-01
4.126424670838847e-04	1.471309e+00	4.834385e-01
4.127520050228773e-04	1.468859e+00	4.979014e-01
4.128481722389283e-04	1.467768e+00	5.084424e-01
4.129244587338301e-04	1.467351e+00	5.139799e-01
4.129998535795947e-04	1.466850e+00	5.156414e-01
4.130919275125944e-04	1.466262e+00	5.129319e-01
4.132263231934297e-04	1.465731e+00	5.028484e-01
4.133842037707124e-04	1.466079e+00	4.861567e-01
4.135123246986208e-04	1.466940e+00	4.705502e-01
4.136258069110251e-04	1.467722e+00	4.565371e-01
4.137394990091902e-04	1.468475e+00	4.442449e-01
4.138587589504066e-04	1.469220e+00	4.350765e-01
4.139838786137271e-04	1.469786e+00	4.303773e-01
4.141172781201464e-04	1.469816e+00	4.286415e-01
4.142799982770681e-04	1.468637e+00	4.263654e-01
4.144273935340469e-04	1.466797e+00	4.233759e-01
4.146056772201020e-04	1.464172e+00	4.197561e-01
4.147968627931445e-04	1.460947e+00	4.166728e-01
4.149888355579684e-04	1.457913e+00	4.166602e-01
4.151694419801565e-04	1.454634e+00	4.214196e-01
4.153263493982126e-04	1.451296e+00	4.304177e-01
4.154980867976201e-04	1.447097e+00	4.433145e-01
4.156433083039690e-04	1.443383e+00	4.541794e-01
4.157948457805280e-04	1.439820e+00	4.632846e-01
4.159530825286851e-04	1.436521e+00	4.677672e-01
4.161292341824514e-04	1.433504e+00	4.654404e-01
4.163444578008808e-04	1.431610e+00	4.564348e-01
4.164744226506871e-04	1.430910e+00	4.488010e-01
4.165961518276203e-04	1.430017e+00	4.406601e-01
4.167171244854996e-04	1.429223e+00	4.335303e-01
4.168682278770149e-04	1.428230e+00	4.273291e-01
4.170157989850276e-04	1.426994e+00	4.240049e-01
4.171708750045752e-04	1.425091e+00	4.209656e-01
4.172937714922694e-04	1.423282e+00	4.173541e-01
4.174344466301166e-04	1.421143e+00	4.121431e-01
4.176076502594860e-04	1.418513e+00	4.057036e-01
4.177702528520023e-04	1.415924e+00	4.009713e-01
4.179814511622103e-04	1.412114e+00	3.984569e-01
4.181925014537722e-04	1.407649e+00	4.009306e-01
4.184186067133481e-04	1.401798e+00	4.075713e-01
4.185619242913464e-04	1.397788e+00	4.128461e-01
4.186926781809955e-04	1.394295e+00	4.176483e-01
4.188254006063838e-04	1.390873e+00	4.213964e-01
4.189518106813677e-04	1.387768e+00	4.237878e-01
4.191108807176698e-04	1.384385e+00	4.279970e-01
4.192169202569701e-04	1.382480e+00	4.342516e-01
4.193403263579016e-04	1.380358e+00	4.455689e-01
4.195010114646793e-04	1.377490e+00	4.624580e-01
4.196641642713223e-04	1.374667e+00	4.784132e-01
4.198666774784201e-04	1.372710e+00	4.919552e-01
4.200798735242858e-04	1.371657e+00	4.911543e-01
4.203228006672998e-04	1.370901e+00	4.700247e-01
4.205432635689726e-04	1.373621e+00	4.428691e-01
4.206660082146913e-04	1.375824e+00	4.275943e-01
4.207994205275769e-04	1.377462e+00	4.134443e-01
4.209192875296305e-04	1.378812e+00	4.059082e-01
4.210425417790681e-04	1.380052e+00	4.052123e-01
4.211833321324960e-04	1.381106e+00	4.122327e-01
4.213460580181388e-04	1.380454e+00	4.255986e-01
4.214811429221838e-04	1.378808e+00	4.389353e-01
4.215985350305904e-04	1.377445e+00	4.513349e-01
4.217171811563654e-04	1.376376e+00	4.630534e-01
4.218171282394671e-04	1.375745e+00	4.710139e-01
4.219175568422755e-04	1.375271e+00	4.758223e-01
4.220283532099306e-04	1.374499e+00	4.747975e-01
4.222315248545494e-04	1.373739e+00	4.605905e-01
4.224102603352683e-04	1.375020e+00	4.412488e-01
4.225311556529853e-04	1.376151e+00	4.253673e-01
4.226564414295151e-04	1.377025e+00	4.089572e-01
4.227830397097209e-04	1.377856e+00	3.954256e-01
4.229126820045401e-04	1.378367e+00	3.870010e-01
4.230549509595262e-04	1.378432e+00	3.843817e-01
4.232252272031126e-04	1.377198e+00	3.854709e-01
4.233994518482402e-04	1.373997e+00	3.872548e-01
4.235943030774901e-04	1.369842e+00	3.900463e-01
4.237430060067539e-04	1.366986e+00	3.925712e-01
4.239142350716990e-04	1.363301e+00	3.941120e-01
4.240942382753601e-04	1.359019e+00	3.932559e-01
4.243527020469175e-04	1.353203e+00	3.894411e-01
4.245060108634046e-04	1.349938e+00	3.864353e-01
4.246500218105961e-04	1.346589e+00	3.832330e-01
4.247922296969434e-04	1.343188e+00	3.806361e-01
4.249464749342796e-04	1.339413e+00	3.794413e-01
4.250891184933366e-04	1.335842e+00	3.817737e-01
4.252005769900406e-04	1.332988e+00	3.878468e-01
4.253017857703616e-04	1.330400e+00	3.969964e-01
4.254204756850434e-04	1.327268e+00	4.101337e-01
4.255459292112162e-04	1.323845e+00	4.246532e-01
4.257075997011005e-04	1.319645e+00	4.414870e-01
4.258712166418255e-04	1.316038e+00	4.528089e-01
4.260539512254621e-04	1.313467e+00	4.580869e-01
4.262677129265635e-04	1.313179e+00	4.613221e-01
4.264561292266974e-04	1.313336e+00	4.633851e-01
4.266536077767539e-04	1.313573e+00	4.648402e-01
4.268538154649326e-04	1.314670e+00	4.657578e-01
4.270335162503178e-04	1.316147e+00	4.633690e-01
4.271916119462662e-04	1.317473e+00	4.542064e-01
4.273451130837215e-04	1.319412e+00	4.384668e-01
4.274939339080361e-04	1.321795e+00	4.196960e-01
4.276341370169356e-04	1.323990e+00	4.019605e-01
4.277927501811869e-04	1.326301e+00	3.863056e-01
4.279756877587013e-04	1.329553e+00	3.788064e-01
4.281579525379462e-04	1.330965e+00	3.803462e-01
4.283395354230033e-04	1.330037e+00	3.870208e-01
4.285546076934014e-04	1.326075e+00	3.960556e-01
4.286977194440568e-04	1.323185e+00	4.021810e-01
4.288131703088001e-04	1.321536e+00	4.067780e-01
4.289259214264964e-04	1.320087e+00	4.095687e-01
4.290394856694868e-04	1.318683e+00	4.104961e-01
4.291446684713829e-04	1.317473e+00	4.103513e-01
4.292393058280547e-04	1.316368e+00	4.097873e-01
4.293512327272551e-04	1.315061e+00	4.088439e-01
4.294761825639830e-04	1.313671e+00	4.076580e-01
4.296017035062270e-04	1.312316e+00	4.064347e-01
4.297445099033178e-04	1.310808e+00	4.051844e-01
4.298982543301047e-04	1.309180e+00	4.041483e-01
4.300061372911871e-04	1.308034e+00	4.038900e-01
4.301476009736658e-04	1.306569e+00	4.054413e-01
4.302060159295699e-04	1.306007e+00	4.070397e-01
4.302977072433810e-04	1.305111e+00	4.102484e-01
4.303811500814714e-04	1.304330e+00	4.137206e-01
4.305465846854590e-04	1.302775e+00	4.210663e-01
4.306965299077348e-04	1.301314e+00	4.268765e-01
4.308801009374062e-04	1.299819e+00	4.314045e-01
4.310758385365935e-04	1.298779e+00	4.326291e-01
4.312985932298103e-04	1.298580e+00	4.316199e-01
4.314632635783596e-04	1.298790e+00	4.301398e-01
4.316561678914558e-04	1.299138e+00	4.281443e-01
4.318998252379148e-04	1.299804e+00	4.259863e-01
4.321040496742864e-04	1.300322e+00	4.233802e-01
4.322108790207113e-04	1.300560e+00	4.203626e-01
4.323126247631119e-04	1.300800e+00	4.157814e-01
4.324270479007796e-04	1.301118e+00	4.096859e-01
4.325374311447056e-04	1.301416e+00	4.036129e-01
4.327398789361054e-04	1.301938e+00	3.940017e-01
4.329232382823348e-04	1.302185e+00	3.887888e-01
4.331396401788967e-04	1.301346e+00	3.858615e-01
4.333245010295985e-04	1.299467e+00	3.832655e-01
4.335206664905635e-04	1.297157e+00	3.801808e-01
4.337155140816480e-04	1.294705e+00	3.775242e-01
4.339137939051183e-04	1.292131e+00	3.763689e-01
4.341287636954587e-04	1.289008e+00	3.782471e-01
4.343030582336776e-04	1.286136e+00	3.832801e-01
4.344922661754338e-04	1.282566e+00	3.912453e-01
4.346310073205968e-04	1.279838e+00	3.972588e-01
4.347780979813514e-04	1.277125e+00	4.025191e-01
4.349375156126173e-04	1.274473e+00	4.060076e-01
4.351102928073870e-04	1.272332e+00	4.091664e-01
4.352287164148036e-04	1.271286e+00	4.131818e-01
4.353816811326624e-04	1.270049e+00	4.209986e-01
4.355409189491683e-04	1.268796e+00	4.299651e-01
4.357255348810971e-04	1.267582e+00	4.388534e-01
4.359465809850157e-04	1.266949e+00	4.440817e-01
4.361772126676723e-04	1.266817e+00	4.405148e-01
4.364464616145610e-04	1.268887e+00	4.296271e-01
4.365938454892343e-04	1.270869e+00	4.225624e-01
4.367184231972627e-04	1.272303e+00	4.165794e-01
4.368421243050466e-04	1.273686e+00	4.121525e-01
4.369747534579592e-04	1.275107e+00	4.094932e-01
4.371129957394760e-04	1.276290e+00	4.074232e-01
4.372483332839857e-04	1.277089e+00	4.041424e-01
4.373776772374587e-04	1.277715e+00	3.996720e-01
4.375650610171461e-04	1.278527e+00	3.927400e-01
4.377888104499858e-04	1.279004e+00	3.861257e-01
4.380276860927709e-04	1.278662e+00	3.845099e-01
4.381926209948768e-04	1.278168e+00	3.913331e-01
4.383903787591732e-04	1.276527e+00	4.078357e-01
4.385183967370628e-04	1.274980e+00	4.207545e-01
4.386573933868704e-04	1.273624e+00	4.349187e-01
4.388052310801475e-04	1.272602e+00	4.470362e-01
4.389445342871502e-04	1.271914e+00	4.515654e-01
4.391436834246695e-04	1.270918e+00	4.420004e-01
4.393718120511030e-04	1.271962e+00	4.154977e-01
4.395158727826119e-04	1.274061e+00	3.936937e-01
4.396395277464661e-04	1.275556e+00	3.740655e-01
4.397720653285470e-04	1.276968e+00	3.566121e-01
4.399134806454001e-04	1.277887e+00	3.449127e-01
4.400460817246652e-04	1.278253e+00	3.419148e-01
4.402181736188558e-04	1.278010e+00	3.454773e-01
4.404470897189229e-04	1.273102e+00	3.509923e-01
4.406533301452883e-04	1.268042e+00	3.572325e-01
4.407964300853225e-04	1.264959e+00	3.614600e-01
4.409639834519042e-04	1.261117e+00	3.644901e-01
4.410975590573168e-04	1.258284e+00	3.667981e-01
4.411602554969091e-04	1.256926e+00	3.686923e-01
4.412216871494605e-04	1.255506e+00	3.715134e-01
4.412834213446177e-04	1.254086e+00	3.750226e-01
4.413565765687113e-04	1.252422e+00	3.798371e-01
4.414484883337642e-04	1.250382e+00	3.864425e-01
4.416032914404115e-04	1.246917e+00	3.972545e-01
4.417835364303058e-04	1.242938e+00	4.067024e-01
4.419989884866731e-04	1.239329e+00	4.126809e-01
4.422037147456535e-04	1.237747e+00	4.156616e-01
4.423613671015077e-04	1.237269e+00	4.178330e-01
4.425591307186286e-04	1.236561e+00	4.203920e-01
4.427487887130299e-04	1.236326e+00	4.222187e-01
4.430284170580985e-04	1.236716e+00	4.230076e-01
4.433149395261089e-04	1.238146e+00	4.224551e-01
4.435734882184356e-04	1.240298e+00	4.216404e-01
4.438609809475902e-04	1.243058e+00	4.206292e-01
4.441490238076992e-04	1.245915e+00	4.191052e-01
4.443118706237754e-04	1.247535e+00	4.174647e-01
4.444721851960626e-04	1.249165e+00	4.152352e-01
4.446378812703699e-04	1.250867e+00	4.129452e-01
4.448191808213040e-04	1.252725e+00	4.110360e-01
4.450677578040809e-04	1.254734e+00	4.076672e-01
4.451984631861900e-04	1.255386e+00	4.030720e-01
4.453565446327345e-04	1.256166e+00	3.938114e-01
4.455061174952036e-04	1.256973e+00	3.836380e-01
4.457029440925853e-04	1.257951e+00	3.712835e-01
4.458933993682557e-04	1.258503e+00	3.637466e-01
4.461342146939531e-04	1.257377e+00	3.585430e-01
4.463520400139009e-04	1.254057e+00	3.527435e-01
4.465485556958159e-04	1.250687e+00	3.467961e-01
4.467256802286288e-04	1.247991e+00	3.426531e-01
4.469150725768414e-04	1.244488e+00	3.397993e-01
4.470852950110012e-04	1.240714e+00	3.389166e-01
4.473066684451509e-04	1.234967e+00	3.389238e-01
4.475265864290640e-04	1.228671e+00	3.391593e-01
4.477615350684614e-04	1.221780e+00	3.395078e-01
4.479750077920771e-04	1.215636e+00	3.407412e-01
4.480985623095718e-04	1.212135e+00	3.442682e-01
4.481799158599010e-04	1.209820e+00	3.501229e-01
4.482544913170991e-04	1.207689e+00	3.584685e-01
4.483290764369238e-04	1.205615e+00	3.688309e-01
4.484264651065221e-04	1.202982e+00	3.841293e-01
4.485765045201104e-04	1.198735e+00	4.078707e-01
4.487300865040107e-04	1.194616e+00	4.285154e-01
4.489134681819890e-04	1.191281e+00	4.440265e-01
4.490980499948948e-04	1.190792e+00	4.506708e-01
4.493105111106795e-04	1.192047e+00	4.532879e-01
4.495038195249862e-04	1.192824e+00	4.537775e-01
4.497147310719217e-04	1.194506e+00	4.537847e-01
4.499159619406268e-04	1.197803e+00	4.536152e-01
4.501899696654040e-04	1.204547e+00	4.523293e-01
4.505180071584653e-04	1.214363e+00	4.492364e-01
4.507589064090823e-04	1.222136e+00	4.467011e-01
4.509460179393580e-04	1.228157e+00	4.454184e-01
4.511281310569170e-04	1.233921e+00	4.454619e-01
4.513034384970895e-04	1.239224e+00	4.464823e-01
4.515502028790665e-04	1.246504e+00	4.490823e-01
4.518785150916927e-04	1.255822e+00	4.518499e-01
4.520646055337700e-04	1.260996e+00	4.504637e-01
4.521534856407758e-04	1.263335e+00	4.448578e-01
4.522453456413047e-04	1.265525e+00	4.352496e-01
4.523580777766358e-04	1.268153e+00	4.206606e-01
4.524938186614612e-04	1.271209e+00	4.009770e-01
4.526510119464152e-04	1.274500e+00	3.791644e-01
4.528337174749415e-04	1.277702e+00	3.606379e-01
4.530251462925428e-04	1.280578e+00	3.558674e-01
4.532389029629950e-04	1.285744e+00	3.719823e-01
4.534183920285184e-04	1.285369e+00	3.926293e-01
4.535716287181244e-04	1.281358e+00	4.109220e-01
4.536803813023075e-04	1.278249e+00	4.232849e-01
4.537908147845583e-04	1.276465e+00	4.349821e-01
4.538699366900017e-04	1.275892e+00	4.416771e-01
4.539443756906381e-04	1.275446e+00	4.453465e-01
4.540173593737408e-04	1.274810e+00	4.459833e-01
4.541396423827211e-04	1.274217e+00	4.438989e-01
4.542575574529720e-04	1.274485e+00	4.403897e-01
4.543879398288072e-04	1.274731e+00	4.344985e-01
4.545302118170482e-04	1.275193e+00	4.271702e-01
4.546753652590143e-04	1.275976e+00	4.200745e-01
4.548130366684823e-04	1.276903e+00	4.148185e-01
4.549505721101520e-04	1.277836e+00	4.117426e-01
4.550818497817236e-04	1.278532e+00	4.101161e-01
4.551962214226347e-04	1.278960e+00	4.083730e-01
4.553191569283735e-04	1.279342e+00	4.056026e-01
4.554437797133313e-04	1.279686e+00	4.023039e-01
4.556654207074256e-04	1.280159e+00	3.966497e-01
4.558765007203015e-04	1.280315e+00	3.932289e-01
4.561327254390312e-04	1.279888e+00	3.930757e-01
4.563768938609751e-04	1.278364e+00	3.957955e-01
4.565250606962054e-04	1.277176e+00	3.984971e-01
4.566553325442774e-04	1.276195e+00	4.011150e-01
4.567831365871865e-04	1.275223e+00	4.031679e-01
4.569292334072490e-04	1.274147e+00	4.043880e-01
4.570681261062770e-04	1.273168e+00	4.038428e-01
4.572212617370896e-04	1.272147e+00	4.010227e-01
4.573862551234840e-04	1.271272e+00	3.963317e-01
4.575204495742740e-04	1.270635e+00	3.918760e-01
4.576607570790638e-04	1.269899e+00	3.872724e-01
4.578046148685957e-04	1.269081e+00	3.835277e-01
4.579566683431080e-04	1.268014e+00	3.804823e-01
4.581357407278199e-04	1.266203e+00	3.749897e-01
4.582580907276257e-04	1.264657e+00	3.674279e-01
4.583927558901857e-04	1.262908e+00	3.553923e-01
4.585544569439164e-04	1.260851e+00	3.397124e-01
4.587207361570705e-04	1.258650e+00	3.259454e-01
4.589359050574248e-04	1.254895e+00	3.156779e-01
4.591449374312609e-04	1.250044e+00	3.148791e-01
4.593771592028650e-04	1.241963e+00	3.193240e-01
4.595409861882989e-04	1.235097e+00	3.235313e-01
4.597007627834985e-04	1.228849e+00	3.284142e-01
4.598277363152333e-04	1.223905e+00	3.313731e-01
4.599740580329315e-04	1.218186e+00	3.328772e-01
4.601237495526258e-04	1.212684e+00	3.330041e-01
4.603084859955212e-04	1.205971e+00	3.316334e-01
4.605665388932223e-04	1.196787e+00	3.287633e-01
4.606945044275406e-04	1.192351e+00	3.273895e-01
4.609024631540335e-04	1.185238e+00	3.256959e-01
4.610669745714662e-04	1.179693e+00	3.262667e-01
4.611372853236220e-04	1.177415e+00	3.292799e-01
4.612106095045356e-04	1.175180e+00	3.344689e-01
4.613105353506245e-04	1.172110e+00	3.433837e-01
4.614253908626600e-04	1.168610e+00	3.553853e-01
4.615862851453781e-04	1.163498e+00	3.724028e-01
4.617517144134872e-04	1.158377e+00	3.865627e-01
4.619525820240347e-04	1.153593e+00	3.951674e-01
4.621340566338113e-04	1.150210e+00	3.890293e-01
4.623836867494367e-04	1.148776e+00	3.646572e-01
4.625315907021154e-04	1.148847e+00	3.454343e-01
4.626479843910196e-04	1.148600e+00	3.294051e-01
4.627718651657073e-04	1.148329e+00	3.154265e-01
4.629198823350812e-04	1.147726e+00	3.055185e-01
4.630602015710425e-04	1.146855e+00	3.066687e-01
4.632366990341726e-04	1.144412e+00	3.220986e-01
4.633901346512109e-04	1.140894e+00	3.438962e-01
4.635065029701921e-04	1.137949e+00	3.638437e-01
4.636269241914456e-04	1.135140e+00	3.848595e-01
4.637347488841761e-04	1.132904e+00	4.015210e-01
4.638455986788854e-04	1.130921e+00	4.137793e-01
4.639838215033702e-04	1.128958e+00	4.193289e-01
4.641700477265285e-04	1.128403e+00	4.134162e-01
4.643700264176979e-04	1.128894e+00	3.956409e-01
4.645238298141110e-04	1.129873e+00	3.776450e-01
4.646456023618700e-04	1.131072e+00	3.633379e-01
4.647695422960647e-04	1.132350e+00	3.510274e-01
4.648937089255266e-04	1.133597e+00	3.428260e-01
4.650085231722103e-04	1.134590e+00	3.404122e-01
4.651259672356212e-04	1.135492e+00	3.438440e-01
4.652649884641531e-04	1.135989e+00	3.533572e-01
4.654045962004990e-04	1.135555e+00	3.660276e-01
4.655229364304709e-04	1.134881e+00	3.780920e-01
4.656435712919084e-04	1.134331e+00	3.904025e-01
4.657463169370508e-04	1.134026e+00	3.996018e-01
4.658519430998113e-04	1.133975e+00	4.066710e-01
4.659574114071948e-04	1.133958e+00	4.096242e-01
4.661291447501211e-04	1.134390e+00	4.075978e-01
4.662973127065623e-04	1.135908e+00	4.014556e-01
4.664388173879411e-04	1.137608e+00	3.939573e-01
4.665735351348788e-04	1.139338e+00	3.860141e-01
4.667075291362381e-04	1.141169e+00	3.787685e-01
4.668415304339729e-04	1.143053e+00	3.734428e-01
4.669814379051894e-04	1.144897e+00	3.697838e-01
4.671261391232559e-04	1.146331e+00	3.647231e-01
4.672427165094719e-04	1.147153e+00	3.568633e-01
4.673658991901996e-04	1.147942e+00	3.448691e-01
4.675223733149387e-04	1.149004e+00	3.279569e-01
4.676989000598455e-04	1.149938e+00	3.108879e-01
4.679119081916502e-04	1.150497e+00	2.990821e-01
4.681531674144698e-04	1.147287e+00	2.957159e-01
4.684080879373347e-04	1.141017e+00	2.990941e-01
4.685876054059918e-04	1.136614e+00	3.040861e-01
4.687819290272523e-04	1.131206e+00	3.088839e-01
4.689399066116376e-04	1.126661e+00	3.114921e-01
4.690599535192697e-04	1.123342e+00	3.137856e-01
4.691249101725987e-04	1.121552e+00	3.166546e-01
4.691782722852902e-04	1.120034e+00	3.206655e-01
4.692307058358926e-04	1.118562e+00	3.258375e-01
4.692969055729037e-04	1.116725e+00	3.336493e-01
4.693712039954100e-04	1.114734e+00	3.436977e-01
4.694945193256580e-04	1.111389e+00	3.614448e-01
4.696482494235865e-04	1.107061e+00	3.818964e-01
4.698328137923376e-04	1.102790e+00	3.999555e-01
4.700181988619968e-04	1.099996e+00	4.047811e-01
4.702445341950370e-04	1.099228e+00	3.918661e-01
4.704888901207361e-04	1.099749e+00	3.636241e-01
4.706297984146392e-04	1.101041e+00	3.454799e-01
4.707471688647052e-04	1.102101e+00	3.319529e-01
4.708703537860368e-04	1.103015e+00	3.218271e-01
4.709842783564365e-04	1.103580e+00	3.171738e-01
4.711034852321248e-04	1.103896e+00	3.158461e-01
4.712425060693939e-04	1.103574e+00	3.148559e-01
4.713897708605874e-04	1.102457e+00	3.131091e-01
4.715675854809368e-04	1.100451e+00	3.107141e-01
4.717440313656246e-04	1.097899e+00	3.085140e-01
4.719365734101014e-04	1.095368e+00	3.086223e-01
4.721228989787625e-04	1.092734e+00	3.141429e-01
4.722344829053822e-04	1.090952e+00	3.231786e-01
4.723525320226650e-04	1.088883e+00	3.381483e-01
4.724811459164136e-04	1.086282e+00	3.568163e-01
4.726021768047439e-04	1.083772e+00	3.743689e-01
4.727479729242387e-04	1.081185e+00	3.925189e-01
4.729005010933823e-04	1.079369e+00	4.041802e-01
4.730804380159560e-04	1.078920e+00	4.062414e-01
4.733367769359814e-04	1.079782e+00	3.956564e-01
4.735297724072424e-04	1.081471e+00	3.831486e-01
4.736705123038578e-04	1.083450e+00	3.738249e-01
4.737955812369737e-04	1.085317e+00	3.669720e-01
4.739194383734186e-04	1.087206e+00	3.627214e-01
4.740503116365169e-04	1.089015e+00	3.598597e-01
4.741372343298559e-04	1.090027e+00	3.568808e-01
4.742320032940722e-04	1.091059e+00	3.514135e-01
4.743315966074159e-04	1.092024e+00	3.436823e-01
4.744917036290626e-04	1.093617e+00	3.296950e-01
4.746805138514476e-04	1.095777e+00	3.148692e-01
4.748871399285026e-04	1.097539e+00	3.049998e-01
4.751258297551985e-04	1.097430e+00	3.035602e-01
4.753592409824223e-04	1.093466e+00	3.077759e-01
4.755021446622783e-04	1.090502e+00	3.127435e-01
4.756334913802270e-04	1.088378e+00	3.185224e-01
4.757804979184599e-04	1.085838e+00	3.238425e-01
4.759268841027097e-04	1.083266e+00	3.270491e-01
4.760728522208765e-04	1.081023e+00	3.290423e-01
4.761557523346386e-04	1.079852e+00	3.307273e-01
4.762475916942723e-04	1.078486e+00	3.336838e-01
4.763449983175803e-04	1.077106e+00	3.377877e-01
4.764870230031147e-04	1.075125e+00	3.445135e-01
4.766339456507879e-04	1.073094e+00	3.509487e-01
4.768562778719197e-04	1.070477e+00	3.576128e-01
4.770617587735168e-04	1.068789e+00	3.580723e-01
4.773084658154106e-04	1.067944e+00	3.515713e-01
4.774672796803242e-04	1.068102e+00	3.448597e-01
4.775943126450541e-04	1.068224e+00	3.386220e-01
4.777202614694022e-04	1.068330e+00	3.329952e-01
4.778547521608464e-04	1.068424e+00	3.286339e-01
4.779906733406693e-04	1.068446e+00	3.269327e-01
4.781320532738678e-04	1.068387e+00	3.288816e-01
4.783004266620679e-04	1.067763e+00	3.347436e-01
4.784319839167350e-04	1.066894e+00	3.409599e-01
4.785464077109993e-04	1.066208e+00	3.471316e-01
4.786616969899705e-04	1.065592e+00	3.531211e-01
4.787808771363800e-04	1.065064e+00	3.582727e-01
4.788961073232138e-04	1.064571e+00	3.610748e-01
4.790650672188869e-04	1.064083e+00	3.611677e-01
4.792552464011403e-04	1.064428e+00	3.580854e-01
4.793867808510344e-04	1.064989e+00	3.544216e-01
4.795110321495398e-04	1.065456e+00	3.500988e-01
4.796642929979902e-04	1.066112e+00	3.449280e-01
4.798082779051944e-04	1.066790e+00	3.410712e-01
4.799456610951634e-04	1.067398e+00	3.392000e-01
4.800858287311193e-04	1.067974e+00	3.403872e-01
4.802306247147913e-04	1.068481e+00	3.456104e-01
4.803880026330994e-04	1.068603e+00	3.543908e-01
4.805155725062448e-04	1.068512e+00	3.626452e-01
4.806483643539536e-04	1.068554e+00	3.711931e-01
4.807859016115413e-04	1.068781e+00	3.784018e-01
4.809284578375525e-04	1.069163e+00	3.825702e-01
4.811160808205965e-04	1.070482e+00	3.852513e-01
4.812551346929830e-04	1.072089e+00	3.877878e-01
4.814144820062025e-04	1.074147e+00	3.918566e-01
4.815782504822576e-04	1.076247e+00	3.960252e-01
4.817991276396415e-04	1.079548e+00	4.002054e-01
4.820404437904041e-04	1.083998e+00	4.017672e-01
4.822922700807901e-04	1.089799e+00	4.009515e-01
4.824505079611465e-04	1.093825e+00	3.996724e-01
4.826182224277871e-04	1.098096e+00	3.979754e-01
4.828084293761338e-04	1.103024e+00	3.962442e-01
4.830926688514485e-04	1.110017e+00	3.915777e-01
4.832361487072414e-04	1.113280e+00	3.852137e-01
4.833716243056839e-04	1.116201e+00	3.751178e-01
4.835354535194558e-04	1.119668e+00	3.611588e-01
4.836960661449235e-04	1.122861e+00	3.489295e-01
4.839135851612881e-04	1.126563e+00	3.382578e-01
4.841450103236767e-04	1.129733e+00	3.322278e-01
4.843137459415891e-04	1.131913e+00	3.277340e-01
4.845344011465946e-04	1.131463e+00	3.171260e-01
4.847762440555354e-04	1.127810e+00	3.050583e-01
4.850061555084948e-04	1.123719e+00	3.005105e-01
4.852037281186832e-04	1.121620e+00	3.082502e-01
4.854109791851492e-04	1.117669e+00	3.240189e-01
4.855539678491121e-04	1.113895e+00	3.366366e-01
4.856900756078253e-04	1.110377e+00	3.482025e-01
4.858301862661228e-04	1.107102e+00	3.573802e-01
4.859587744884865e-04	1.104277e+00	3.609309e-01
4.861327546290508e-04	1.101043e+00	3.581380e-01
4.863319074619791e-04	1.099222e+00	3.496182e-01
4.864577117094620e-04	1.098534e+00	3.420372e-01
